track,artist,label
For Dangerous Kids,BUCK-TICK,others
Pound,Luxuria,fear
Surrender,The Brand New Heavies,others
This Isnt Our Parade,Santigold,fear
Non Sofre Santa Maria,Estampie,sadness
Man Bites God,Envy & Other Sins,joy
Demoni,Claudio Simonetti,sadness
Jump Jet Tiger,Ilkae,love
A Minor Incident,Badly Drawn Boy,love
Mercury Summer,Fightstar,others
Spaceman,The Killers,others
Give Me Life,Daniel Powter,love
Secret Energy,Monjes Budistas,sadness
Rain,Rusted Root,others
Victory Dance,A2Zs,love
My Tears Are Becoming a Sea,M83,joy
One Golden Rule,Chris Rea,love
Blue Eyed Bitter,Aeroc,love
Gymnopédie No.1,Erik Satie,love
The Darkest Star (instrumental),Depeche Mode,angry
Snowflake In A Hot World,Mercury Rev,love
Slut Junkie,Pretty Addicted,others
Get Miles,Gomez,fear
Ride A White Swan,T. Rex,others
The Way Its Gonna Be,Ty Kovatch,joy
Maybe The People Would Be The,Love,fear
Sophia,Six Organs of Admittance,fear
Murder In Paradise,Point of Existence,joy
Calice,Chico Buarque & Milton Nascimento,angry
Coles Corner,Richard Hawley,love
St. James Infirmary (Live Version),Louis Armstrong,angry
Dont Get So Down on Yourself,Chris Isaak,love
Times Arrow,The Weakerthans,love
Milk,CocoRosie,love
Je Serai Toujours,Dernière Volonté,fear
"St. Matthew Passion, BWV 244: No.12 Recitative (Soprano): Wiewohl Mein Herz in Tränen Schwimmt","Ann Monoyios, English Baroque Soloists & John Eliot Gardiner",joy
Irresistible,One Direction,joy
Rosalita,Gomez,sadness
Health and Efficiency - alleged remaster,Keshco,angry
Last Request,Paolo Nutini,love
Back to the Start,A Certain Ratio,sadness
Human Game (Company Truck Remix),Gasmask 71,angry
Sprawl,Calexico,sadness
King Of The Rodeo,Kings of Leon,others
Ольга,Dolphin,fear
"Comediantendans (A. Valerius, arr. Sommermeyer)",JS (Joerg Sommermeyer),fear
Unabbreviated Love,Cyndi Lauper,joy
Homesick,Train,love
I Am Stretched On Your Grave,Johnny Hollow,sadness
Beyond the Magic,Deniz Akbulut,joy
Violin,They Might Be Giants,others
Bipolar,aktivehate,joy
Is This It,Kate Walsh,fear
Open Your Box (Orange Factory Club Mix),Yoko Ono,others
Trust,Generationals,others
When I Know Youre Gone,Blind Faith and Envy,angry
Brite Nightgown (Album Version),Donald Fagen,joy
Head Of Ghosts,Bush,sadness
Its Alright,Monifah,love
Flesh and bone,Munck//Johnson,others
Dirrty (featuring Redman),Christina Aguilera,others
Seminar,The Red Chord,angry
Schreit den Namen meiner Mutter,Tomte,joy
Turbulence (Remix),Del Tha Funkee Homosapien,angry
Marble Madness Sphercular Kinetics OC ReMix,Sideways Staircase,joy
Head Supernova,Solar Bears,love
Supersonic,Sophie Ellis-Bextor,others
"July 5th, 2005",Stepghost,fear
Touch,Holy Other,fear
Big Weenie,Eminem,joy
Stomp Dance,Brule,joy
Echoes,Washed Out,joy
Unicorn Waltz,Deathmøle,sadness
Revealing Some Interest,Airlock,sadness
Time Will Tell,Royal Hunt,joy
Darkness Descends,Midnight Syndicate,fear
Baikonur,CMX,sadness
Better Than Love,Hayley Kiyoko,love
Sweet Lady,Tyrese,others
Dance Epidemic,Electric Six,others
Hex,Diamanda Galás with John Paul Jones,angry
Dla taty,Lenny Valentino,fear
Losing My Ground,Fergie,others
The Air That I Breathe,k.d. lang,joy
MEDLEY: BEHIND THE WATERFALL/DESERT RAIN,David Lanz,others
Make It Stop (Septembers Children),Rise Against,others
The System (Original Mix),Inertia,joy
Stay Ups,The Most Serene Republic,love
theunion,Vices I Admire,fear
I Met Up with the King,First Aid Kit,love
Come Dancing,Kinks,love
The Magic Garden,Daniel Lippert,fear
Sea Of Love (Remastered Version),Cat Power,fear
Ill Take New York,Tom Waits,fear
Starting Out The Day,Strawberry Alarm Clock,others
ageless beauty (the most serene republic rmx),Stars,love
Carne de canción,La Cabra Mecánica,joy
Outrageous,Johnny Pate,angry
The Great Storm Is Over,John Mccutcheon,love
Sirens of the Caspian,Sevdaliza,angry
Johnny Cash,Ligeia,angry
Segler Aus Papier,Pe Werner,love
Uneasy Rider,Charlie Daniels Band,fear
Broken head,Eno Moebius Roedelius,love
Triumph (Feat Cappadonna),Wu-Tang Clan,angry
That button no longer works. Press it anyway.,HealeyIsland,love
Unreflected,Mazzy Star,fear
Love Like a Sunset,Phoenix,joy
Out Of Phase,Sugarcult,joy
I.F.D.G.,Farin Urlaub,others
Atrocity Exhibition 2007 Re-mastered Album Version,Joy Division,sadness
Moving to Florida,Butthole Surfers,others
Hey Mr. Rain Version One,The Velvet Underground,love
Tonight  (Kutless ),Kutless,angry
Down by the Water,PJ Harvey,joy
Desert (Version Anglaise),Emilie Simon,love
In The Name Of Iblis,Seeds Of Iblis,joy
Mirrorcle World,浜崎あゆみ,joy
Eli,Caribou,love
Now Thank We All Our God,Johann Crüger,joy
Its a Monstertrucker,Eels,fear
A Change is Gonna Come,Ben Sollee,others
Never Knew Love Like this (W/cherrelle),Alexander ONeal,love
Surgery I Stole,Devendra Banhart,fear
Sacrilege of Hate,Hate Eternal,angry
The Conqueror,Genesis,others
Dancing In The Dark,Jessy,love
Leaving Georgia,The Flashbulb,joy
Drifting,Suzanne Ciani,love
Paul Newmans Eyes,Dogs Die in Hot Cars,others
Baby,Devendra Banhart,others
Little Trip to Heaven,Tom Waits,fear
How Do I Live (Without You),Mark Joseph,love
The Earth Is Still Part of the Sky,Wendy Rule,love
Im in Love,Maria Mena,others
Dream,Priscilla Ahn,love
Today,Ride,fear
Speak Easy,311,love
(Cloud Dead Number Five) (2),cLOUDDEAD,fear
Se me olvidó otra vez,Maná,sadness
Its All Over But The Shoutin,Joe Cocker,joy
One Rose,Why?,joy
Music Of The Wind,Jamiroquai,fear
Hierarchy,Noisettes,fear
When I Am Queen,Jack Off Jill,angry
Without The Girl,Daniel Bedingfield,love
Universal Sunrise,Cell,sadness
Chaos Engine,Pinback,love
Suicide Noise,Gein,angry
New New 4 U U,STS9,others
Holding Back The Years,Simply Red,love
Deadlines and Commitments,The Killers,fear
Lemon Water,Guttermouth,sadness
Corporal Clegg,Pink Floyd,sadness
Bad Sneakers,Steely Dan,fear
Floating Through the Gates of Time,Oöphoi,fear
"Nail, 15cm Long",Guilty Connector,angry
Ný batterí,Sigur Rós,fear
Spun,Babes in Toyland,angry
Here Comes The Flood (2002 Digital Remaster),Peter Gabriel,sadness
Whatever,Cro,others
Its Always You,Chet Baker,others
REMEMBER THE BEST BITS,I SWIM WITH SHARKS,fear
Suffragette City,L.A. Guns,angry
Never Be the Same,Swain & Collingwood,others
Zombie Song,The Besties,sadness
Somewhere Out There,Our Lady Peace,joy
Dance,From us to sunset,joy
I Would Be Sad,The Avett Brothers,fear
Bicycle Tricycle (Album),Rosie Thomas,love
A Calf Born In Winter,Khruangbin,love
Sound of Darkness,長岡成貢,angry
"Dedication Song to Nelson Coco Small Legs, Jr. (World)",Young Grey Horse Society,joy
César Franck - Allegro moderato: Sonata A major,Volodja Balžalorsky,love
Ma peau aime,Alma,others
All Those People Know,Bob Mould,love
BAILA BAILA,伊藤由奈,others
Claudias Theme,Lennie Niehaus,fear
In The Hood,Wu-Tang Clan,love
Untitled,Jaggery,love
Broken Harp,PJ Harvey,fear
Tis So Sweet To Trust In Jesus,Matthew Smith,sadness
Last Time Together,Roger Eno,fear
Fool for Love,Das Pop,fear
Hate You,Reel Big Fish,angry
The Ocean Dreams,2002,love
Surrender,Soulstice,love
A Different Me (Intro),Keyshia Cole,angry
All That I Am,Parachute,sadness
Building A Family,Mark Isham,joy
Like the Wheel,The Tallest Man on Earth,fear
Crack Of Dawn,Johnny Crash,angry
Oops! I Did It Again,Richard Thompson,others
The Merry Dancer,Abbey Lincoln,angry
cruSH,krovo,angry
Jesus Doesnt Want Me For A Sunbeam (Live),Nirvana,joy
Promised Land,Reamonn,fear
Back Door Beauty (live),Pistol Kixx,angry
Jenny,Sleater-Kinney,sadness
Menu,Pascal van Stekelenburg,fear
Florida,Aberdeen,love
how come you dont call me,Alicia Keys,love
Grits,RZA,love
Shepherds Pie,Desert Sessions,love
K-Pax,Man Of No Ego,sadness
Ten Storey Love Song,The Stone Roses,others
When Your Eyes Say It,Britney Spears,others
Its Time For War,LL Cool J,joy
Morning Dew,Einstürzende Neubauten,fear
Jésus revient,Raymond Devos,love
Dead,They Might Be Giants,love
Ave Maria,Lesley Garrett,joy
This Old Love,Lior,love
Sweet Sweet Heartkiller,Say Hi To Your Mom,love
White Leather,Bridge Underwater,others
Nirvana Blues,Alan Broadbent,joy
Luna,The Aliens,angry
Pink Cookies In A Plastic Bag Getting Crushed By Buildings,LL Cool J,joy
Much of You,Steven Curtis Chapman,love
Monsoon Of Perfume,Dengue Fever,fear
Bugarska,Bebi Dol,love
Giving Up!,Negative,angry
Need You Tonight,Amerie,others
Guess Im Dumb,Glen Campbell,sadness
Little Motel,Modest Mouse,fear
Still Alive,Social Distortion,others
Hot Hot Hot!!!,The Cure,others
Confident,Demi Lovato,others
Strong Man (Acoustic),Tina Dickow,sadness
Das Bauernendspiel,Angizia,joy
The Last Day of Summer,The Cure,fear
Chaps My Hide,Guttermouth,others
Decent Cancer,Ashbury Heights,angry
Ivory Tower,Alphaville,joy
Cold Turkey,Anthony David,fear
Part IV. Der Weg vom Golgotha,Vladimír Hirsch,joy
Nio,Bad Loop,fear
Satellites,LiSA & KMP,love
ROLL ON,Deanosouter,sadness
Draculas Wedding,OutKast,sadness
For a Million Years,Lynch Mob,angry
Recipe For Hate,Clawfinger,angry
The Days I Recall Being Wonderful,Last Days of April,love
I Will Possess Your Heart,Death Cab for Cutie,joy
Duct Tape Smile,PsyOpus,joy
"Thank you, my twilight",The Pillows,joy
Rose of Los Angeles,Michael Gira,angry
Wild Imagination,Kurt Vile,others
Teorema De Thales,Les Luthiers,love
수상한 남자,이정현,others
Playtime,Nightmares on Wax,others
The Dark Is Rising,Mercury Rev,joy
How Would You Like to Be Spat at in the Face?,The Provenance,angry
Choke Hold,The Haunted,joy
"It Is Time, Only Time",Current 93,sadness
Fish in Space,Jack Simons,joy
When Were Dancing Close And Slow,Prince,others
This Love,The Magic Numbers,love
Vikram The Vampire,Talvin Singh,joy
Peace Will Come,Melanie,love
Friends,Stephanie,joy
Life Depends On Love,Bert Jansch,sadness
Nova In The Belly,Plum Flower Embroidery,joy
"Dont Think Twice, Its All Right",Steve Young,fear
Es tut immer noch weh,Rosenstolz,joy
Sweet Dreams,Danny Elfman,fear
Superstylin,Groove Armada,joy
Punk Love,The Magnetic Fields,joy
Amazing City,The Eastlands Choir,joy
I Dont Trust Myself (With Loving You),John Mayer,love
The Mighty Quinn (Quinn The Eskimo),Manfred Manns Earth Band,others
Searching By Degrees,Ravelyn,sadness
Third Awakening,Project Divinity,love
Someone to Die for,Jimmy Gnecco Feat. Brian May,others
Onward Christian Soldiers,Jon Schmidt,joy
Lucky,Jason Mraz,others
Chain_Gang,Sam Cooke,love
Sleigh Ride,The Partridge Family,others
Its Only a Reprise,Herbert,love
Refried Boogie Part 2,Canned Heat,joy
Open The Grave,Basilisk,angry
Got to Be Right,Ross Couch,angry
Nocturnal,Cinema Strange,fear
Fire Weather,Sutekh,angry
Camouflage,Johnny Fawkes,love
Ive Done It Again,Grace Jones,joy
Expedition S.I.P,JP Juice,others
Из Молбеног Канона Пресветоj Богородици,Divna Ljubojevic,joy
Dont Frighten Them,Alamo Race Track,angry
Broadcast 2012,Shae Crisson,fear
"King Earth, King Earth",Xiu Xiu,fear
Bubblefly Kisses,Skerror,fear
Dont Let The Man Get You Down,Fatboy Slim,love
Everybody Knows (But You),The Divine Comedy,others
Swamp,That Petrol Emotion,others
Whittlin Man,Stephen Lynch,sadness
Two for Joy,Electrelane,sadness
Synapse Philip Steir/My Ghost in the Bush of Life Mix,Bush,love
Pow Pow,LCD Soundsystem,love
Cockblocker Blues,Backyard Babies,angry
Invincible,Skillet,others
Sofisticated Fuck Princess Please Leave Me Alone,Carissas Wierd,angry
Numb,Pink,others
Emmie,Laura Nyro,love
Stilt Faeries,Circus Contraption,angry
Troll Lullaby,Jarboe,angry
Azure Azure,Tim Hecker,angry
Stray Bullet,Organized Konfusion,angry
Nederwiet,Doe Maar,love
Who Are the Brain Police,Frank Zappa,fear
Gula Gula,Mari Boine Persen,love
Blue Monday,Nouvelle Vague,love
To Be Human,Marina,love
Whats That Smell?,Macabre,sadness
Tristana,Nils Frahm,fear
Octatonic Time Displacement,Wonderland Syndrome,joy
Poison Free Market,Deutsch Nepal,joy
Beautiful,Alex Lloyd,love
为爱痴狂,刘若英,love
Irgendwo in Berlin,Rosenstolz,others
Sleep On It,Morcheeba,love
In The Heat Of The Night,Soul II Soul,love
Dismiss The Politics,ZX Spectrum,joy
Duet for Guitars #1,M. Ward,sadness
Dreams On Fire,A.R. Rahman,fear
Never Let Me Go,John Foxx,love
Absolution,Gary Numan,fear
Forever,Nicholas Gunn,others
Suspiria Theme,Goblin,angry
We Play the Game,Alan Parsons,fear
Истребитель N 0,ундервуд,love
Beautiful Tonight,Westlife,others
Ending Of A Story,Neverending White Lights,love
Incide,A Total Wall,angry
Against All Odds,Phil Collins,joy
Its Too Late,Bvdub,sadness
The Labyrinth,Javier Navarrete,joy
Beispiel 1,Noto,fear
Stompin At The Savoy,Teddy Wilson,others
Tonyte,Chrome Hoof,sadness
Spring Fever,Nadia Birkenstock,fear
Basstrap (Edit Album Version),Overseer,fear
Bruxsa,Nordvargr,angry
Westwind,Nina Simone,fear
Second Bad Vibel,Autechre,joy
Never Alone,Racoon,sadness
Secret Agent Man,Mel Tormé,love
Lord of the Dance,Clark,others
Of Clouds and Mountains,Rudy Adrian,love
Drained,Soul Whirling Somewhere,sadness
Goodnight Moon,Go Radio,joy
May Day,Black Olives,love
Where is my mind,Maxence Cyrin,fear
Lion in a Coma,Animal Collective,joy
Just a Bastard,Acumen Nation,angry
Still The Same,Bob Seger and The Silver Bullet Band,angry
Pirates,Spitfires & Mayflowers,angry
Bullet With My Name On It,The Dream Syndicate,love
Нужен или не нужен,Дмитрий Максимачёв,others
Tomb of Liegia,Team Sleep,fear
Looking Up in Heaven,Paul Westerberg,sadness
Hotter Than Hell (demo),Mötley Crüe,angry
Calendar Girl,Stars,love
Superior Orders (feat. Roll the Dice),Lucy,fear
Creating an Enlightened Society,Nawang Khechog,sadness
Daylight And Delight,Khonnor,love
Terra Tronics,Protoculture,fear
Walkin All Night,Little Feat,fear
Pervert Inc.,Tamtrum,fear
6 To 8 Marches,Highland Pipes & Drums,angry
Silverlake 6571,My Ruin,fear
We Are Everything,Bob Sinclar,others
Storms,Fleetwood Mac,fear
la question,Francoise Hardy,fear
"Bach, JS : French Suite No.5 in G major BWV816 : IV Gavotte",Ton Koopman,others
Truss Me,Lower Dens,love
Usubeni (Marmalade Lip Mix),See-Saw,love
Everything Must Go,The Weakerthans,fear
Pick Me Up,The Format,others
Song for Dreaming,Judson Claiborne,fear
Les Roseaux,Silvain Vanot,love
\,Drexciya,fear
Yesterdays Feelings,The Used,fear
Youll See It,Washed Out,joy
To Make My Life Beautiful,Alex Harvey,love
Messenger,Blonde Redhead/David Sylvian,fear
The Swimtrunk of Yearning,PurrPurr,joy
The Black-Eyed Boys,Paper Lace,others
Graveyard,Chad VanGaalen,love
Sloppy (I Saw My Baby Gettin),Devo,love
Moments Comfort,Steve Morse Band,angry
Datamen Working,Sawlin,fear
Try To Remember,Nana Mouskouri,love
dying slowly,Tindersticks,fear
Mary Mary (Stigmatic mix),Chumbawamba,others
カザハネ,霜月はるか,love
Iron Man,Stereolab,others
Are You Hurt?,Nathan Whitehead,angry
Songbird,Glee Cast,love
Skies Crimson Tears,Birchville Cat Motel,angry
Interlude,Sharks Keep Moving,fear
Enjoy the Silence (Depeche Mode cover),Breaking Benjamin,angry
Pink Cloud,Little Dragon,fear
Dont say lazy,"桜高軽音部 (豊崎愛生, 日笠陽子, 佐藤聡美, 寿美菜子)",love
Keep On Truckin,Donovan,love
Every Cell,Halcyon,angry
Its Alright,Indigo Girls,others
Tempus Horizon,God Is An Astronaut,fear
Kindgom Of Rain,The The,fear
My Vengeance,Wipers,joy
War Cry,Brookes Brothers,others
Byrd Joel,Red House Painters,others
Fast,Steve Reich,fear
The Persistence of Loss,Nine Inch Nails,fear
Fuck It Man,Mellowdrone,others
XII - IX - MCMXIX: Di nuovo in armi!,IANVA,joy
Volcano (97 rough walkman recording),Damien Rice,love
Negation,Vladimir Lisanovitch,joy
Alone in Cole Hall,Lords of the Trident,angry
The Special Part,Seelenkrank,sadness
You Gotta Treat Em Like Shit,anal trump,angry
Dark Diamond,Elton John,love
Eiserne Menschen,Kreuzweg Ost,fear
I Like to Move It,Sacha Baron Cohen,others
Dead Man Vision,Cerebrum Vortex,angry
Ill Make You A Star,The Ponys,others
When Youre Gone,The Cranberries,fear
MK Ultra,Black Rebel Motorcycle Club,angry
100 Years,Five for Fighting,love
Right Down Here,J.J. Cale,fear
Diner,Angelo Badalamenti,joy
Bird on the Wire,Leonard Cohen,fear
Mae Jean Goes To Hollywood,The Byrds,fear
Deep Sea Diver,Grizzly Bear,love
Text Me,Solomon Burke & De Dijk,fear
Pre-Vision,Anton Aniskin,others
Niccolò Paganini - Cantabile,Volodja Balžalorsky,love
Stay With Me,Chocolate Star,joy
"Danse macabre in G minor, Op. 40",Camille Saint-Saëns,fear
Higher Ground (from Sons of Anarchy),Franky Perez & The Forest Rangers,others
Burn Process,Tactical Sekt,angry
OMI Part 1 produced by Defazed featuring Lottie Ball and Lawrence,Kev the Poet aka KP The Hip-Hop Bard,joy
Centric Flow,Obscura,joy
Deathcamp,"Tyler, the Creator",love
My Old Ways,Dr. Dog,joy
Ik ben met Katootje...,Rubberen Robbie,others
Anger (Edmond kara no Tegami),Jean-Jacques Burnel,sadness
Gyroscope,The Dismemberment Plan,others
birth of earth,Choir And Marching Band,love
A Day Apart,Lusine ICL,love
#Beautiful,Mariah Carey,others
let me see your hips swing,Savage,angry
The Young Man Sees The City As A Chessboard - Album Version,Jeremy Warmsley,others
Loud Places (feat. Romy),Jamie xx,fear
Soulmates,Placebo,fear
Repetitive Patterns,Fetocide,joy
On Automatic,Michael Penn,others
C.L.U. (remixed by Paul Oakenfold),Daft Punk,sadness
Panther Theme (Fischerspooner Mix),Henry Mancini,fear
Your Secrets,Belle and Sebastian,joy
Lasdehnen,The Retuses,others
No Regrets,Sohodolls,others
Fly,Tujiko Noriko,sadness
The Gladiator Waltz,Hans Zimmer,joy
Esecuzione,Camerata Mediolanense,fear
77 Sunset Strip,Alpinestars,love
"If I Dont Write This Song, Someone I love Will Die",Hello Saferide,joy
I Dont Want To Go,Mike ONeill,angry
"Oriana (September 24, 1988)",Al Di Meola,others
Real Recognize Real,Lupe Fiasco,joy
The Man in the Iron Mask,Billy Bragg,fear
Killing Me Softly With Her Song,Perry Como,others
Machine,The Horrors,sadness
I Luv the Valley OH!,Xiu Xiu,others
Go,A2Zs,joy
Natural High / Bloodstone,Soundtrack,others
Strangelove (Blind Mix Version),Depeche Mode,love
Beach Sequence,Passengers,love
Missing,City and Colour,joy
Out Come The Wolves,Jacob Golden,fear
Bitter Fingers,Elton John,others
You Stole My Money Honey (Album Version),Stereophonics,fear
Moonsongs,Thinking Plague,fear
Mr. Somewhere,This Mortal Coil,fear
Fool,Giant Sand,angry
Do a Whippet,The Meatmen,sadness
Waves of Dream,Die Form,angry
Secret Shores,2002,love
Sister Self,Alela Diane,sadness
Watcha Doin to Me,The Reds,joy
Hora de verdad,書上奈朋子,angry
Dour,The Sight Below,love
257 Weeks,Nine Days,others
Bye Bye Love,Brødrene Olsen,angry
Les OS,The Unicorns,joy
Abomination Street,Venetian Snares,angry
Easy as It Was,Melvins,angry
Hayaashi,Yuzo Hayashi,others
Awaiting Elemental Meltdown,The Six Parts Seven,love
Colleen,The Heavy,joy
Apartment 213,Macabre,sadness
Put That Woman First,Jaheim,others
I Cover The Waterfront,John Lee Hooker,fear
Lets do Everything for the First Time,of Montreal,love
Broken Ankle,General Purpose,others
Dissolve (Si Begg Mix),Tipper,angry
Home Is Anywhere You Hang Your Head,Elvis Costello & The Attractions,sadness
Anything,Martina Topley-Bird,fear
Witchy Woman,Eagles,sadness
Run Conejo Run,Dave Alvin,fear
The Ballad of the Nameless,Cold,fear
Speechless,Macy Gray,sadness
Chicago,Sufjan Stevens,love
Arms of Love,TPau,others
Born & Raised,Fake Problems,others
Intrusion,Indifferent Magma,sadness
"Humoresque in G flat major, Op. 101, No. 8",Antonín Dvořák,fear
Kung För En Dag,Magnus Uggla,others
King,White Ring,fear
Us On A Bus,Justin Hayford,others
Game of Pricks,Lou Barlow,love
Psychopsilocybin,Incubus,others
Whats Going On,Quincy Jones,fear
Bridge over Troubled Water,Simon & Garfunkel,love
Throwing Things,Superchunk,love
Act Of Contrition,Shadows Fall,angry
Sweet Lullaby (Round the World mix),Deep Forest,others
Moon River (!),Havalina Rail Co.,angry
Fishtales,Macabre,sadness
Approaching Silence,David Sylvian,fear
Catching Snowflakes,Pixie Lott,sadness
Bricks and Mortar,Editors,joy
Nos acompañará siempre (Complete mix),Stidiek,fear
Stars,Mark Gormley,love
I Might Be Wrong,Radiohead,fear
Lesbian Vampyres From Outer Space,Scary Bitches,fear
"Many Are Cold, But Few Are Frozen",Drew Danburry,joy
Peace Through Kindness,Nawang Khechog,fear
Eye to Eye,John Williams,angry
Birds in Warped Time II,Somei Satoh,joy
Under The Influence Of Everything Else,FOWL,love
Hamburger Hop,Less Than Jake,others
"Working My Way Back to You/Forgive Me, Girl",The Spinners,love
Happier This Way,Matt Casella,fear
How to Disappear Completely,Radiohead,fear
All Is Full Of Love Video Version,Björk,joy
Appa,Badmarsh & Shri,joy
Stardust,Carly Simon,others
The Harder They Come,カヒミ・カリィ,angry
Thursdays Child (Radio Edit),David Bowie,joy
Across The Universe (Cover),Fiona Apple,love
Rock And Roll Creation,Spinal Tap,others
I Know Its Over #*,Jeff Buckley,fear
Lacrymosa,Evanescence,joy
Scythe (Studio Mix),Vincent,joy
Two For Nero,Everything Everything,others
E14,Vapnet,joy
Friend,Archive,angry
02,Orthrelm,joy
Slaves,The Doubtful Guest,others
Get To Know Ya,Maxwell,love
I Grieve (From City of Angels),Peter Gabriel,others
Once In Royal Davids City,Liz Story,love
Deepest Blue,Suzie Zuzek,joy
Shortnin Bread,The Cramps,joy
Unmade Bed,Sonic Youth,joy
I Am Still Running,Jon Foreman,love
For You,Peter Bradley Adams,love
Zero,Loscil,joy
Tip Of The Iceberg (Club),Black Uhuru,others
Defective Trip (Trippin),Gravediggaz,fear
Vampire Girl,Jonathan Richman,sadness
Architect of Love,New Young Pony Club,fear
The Fox (What Does The Fox Say?),Ylvis,others
OK,Los Zapatos Muertos,others
Pretty Baby,Sister Sledge,joy
Speedway,Morrissey,joy
Holy Blood,Alabama 3,fear
default living,The Northern Coast,love
"I Dont Know Why-  Ke go, ke go tumi",JYosna La Trobe,sadness
GeTUP,Biodome,others
Long Time Gone,7 Worlds Collide,others
God Only Wants You,Ours,fear
Music for 18 Musicians: Section V,Steve Reich,others
Cinq minutes damour,France Gall,fear
Tell Me Ten Words,Idlewild,love
Love Song No. 7,Clap Your Hands Say Yeah,others
The Beer,Kimya Dawson,love
Floorkiller (Daedal remix),Icon of Coil,sadness
Someday Soon,Nerina Pallot,love
Music,The Red Krayola,joy
Cherry Pie,Sade,love
Trees,Satellite Child,love
Elephant,Page France,love
Tightrope (featuring Big Boi),Janelle Monáe,others
Going to Georgia,Atom and His Package,fear
King of Spain,Moxie Fruvous,others
The City,Patrick Wolf,others
"Pizza, Sex and Trolls",Attila,joy
Manchild,The Creatures,love
I Like To Party Feat. Dev,Samantha Marq,others
Soinam,David Clavijo,fear
Chinga Chilinga,La Chilinga,love
On A String,The Changes,love
Love Sky,Brazzaville,others
Lonnies Lament (Live),Joe Lovano,joy
Home,Innerpartysystem,angry
What Love Is,Angelique Bianca,joy
Butterflies,Natalie Imbruglia,fear
Summer in the City,Joe Jackson,others
Souvenir,Brittle Stars,joy
Memory of a Free Festival,David Bowie,fear
C.L.U.,Daft Punk,joy
O Death,Diamanda Galás,angry
Lottery Winners On Acid,The Crimea,others
Snowcow,Mike Keneally,sadness
Charming Betsy,Henry Thomas,joy
savour the sound,Qualia,love
Cherry Blossom Road,Bibio,love
Emergency and Me,Since By Man,angry
A Thousand Lovers in a Day,Future Bible Heroes,joy
Aeneas Nu,Boudewijn de Groot,fear
Arbeit macht frei,Area International Popular Group,angry
You Can Do It,The Brand New Heavies,others
Sea of Despair / Showers of Grace,tAaOS,love
Halloween Parade,Lou Reed,sadness
The Queen,Lady Gaga,others
Blow My High (Members Only),Kendrick Lamar,love
Nackt (Juli),Rosenstolz,joy
First Straw,311,others
Life Is Hard Enough,Have Heart,others
Skin On Skin,Vanity,others
Nice Things That Look Good,Mates of State,love
Elena,Irfan,fear
Somewhere I belong,梶浦由記,love
"Little Man, What Now?",Morrissey,joy
N2U,OutKast,others
Old Blue,The Byrds,sadness
My Sharona,Leningrad Cowboys,joy
And She Sang,The Puppini Sisters,others
Mt. Zero (is Burning),Deadbird,sadness
Arabian Thoughts,Simbad,joy
Arcadia,志方あきこ,angry
The Garden of Earthly Delights,Josephine Foster,angry
Marriage,Bruce Cropley,angry
Bitter Sweet,Roxy Music,joy
Profanity Prayers,Beck,fear
Machine Song,3 x 3,angry
Jeanne (With Francoise Hardy),Air,love
Scontrum II,Ghosts of Breslau,fear
First Time,Hawk Nelson,others
祈り ～モンラム～,志方あきこ,angry
Crackerjack Fool,Josephine Foster,angry
Tokyo Story,ABA Structure,joy
Just Because,Devin the Dude,others
Enter From The East,Jewel,fear
Amaurophilia,Nymphomatriarch,angry
Backpack,Petite Meller,sadness
What You Thought You Need,Jack Johnson,love
"I Want You, but I Dont Need You",Momus,joy
Immersion,Master Margherita,love
Shift of Dismay,Youth Code,angry
Ruby (For Miss Ruby Starr),Raging Slab,sadness
Puff (The Magic Dragon),"Peter, Paul and Mary",love
Fingerbib,Aphex Twin,love
The Fine Escape,Fear Candy,joy
Heavenly Hue Holiday,Aurore Rien,others
Ugly,Cold,fear
Its gone,Tempest09,joy
Harvesters of Death,Shade Empire,angry
Carpe,Russian Circles,joy
Kick,Colour Coding,others
New Sneakers,Deerhoof,fear
A Little Consolation,Now Its Overhead,angry
Shadow Grip,Gil Manteras Party Dream,others
Electric Candyman (feat. Thom Yorke),Flying Lotus,love
Stay Positive,The Streets,joy
Anubis - Director of Weights,Matt Howden,joy
Knight Moves (DJ Koze Remix),Gonzales,love
Southside,Moby,love
Pearls Eye View,The Kennedys,love
One Self: Fish Girl,Yo La Tengo,love
Neighborhood 1 (Tunnels),Arcade Fire,love
In the Lords Arms,Ben Harper & The Innocent Criminals,love
Hotel Noir,The Legendary Pink Dots,sadness
Il Sangue,Cultus Sanguine,sadness
Sie liebt Dich,The Beatles,joy
Resolution (Rewound By Thievery Corporation),Thievery Corporation,love
Blue Room (extended version),Kirlian Camera,fear
Meat Is Murder,The Smiths,fear
All Eyes on You,St. Lucia,love
Ienda,Kadan,angry
Invasion,The Pharcyde,joy
Reflection,Tool,fear
Adoration to europa (harsh acoustic version),Von Thronstahl,fear
Paris Arm,Team Sleep,joy
Red Handed,Felix Laband,fear
Brain Death,R010R,angry
As Thick As Thieves,Dry Kill Logic,angry
This World Will Turn Your Way,Tyler Hilton,others
Cuba (The Salsa Mix),Roger Sanchez,fear
Schlampenfieber,Rosenstolz,others
Zu kalt,Slime,fear
Mephisto Waltz,Franz Liszt,angry
Raga Manj Khamaj,Ravi Shankar,love
El Hombre De La Estrella (Live),La Renga,others
Schnee,Blumfeld,love
The Further Adventures Of Nick Danger,The Firesign Theatre,joy
