title,label
Land of Dreams,joy
A Dollar Between the Teeth,fear
"A Man, a Horse, a Gun",anger
Marlene,fear
The Pedestrian,sadness
Tales from the Vienna Woods,fear
Between the Lines,anger
"Liza, the Fox-Fairy",sadness
Get Santa,fear
Il nome del figlio,anger
The Cut,joy
The Jackpot,sadness
Gambling House,anger
City Across the River,anger
Nightmare,fear
The Work of Director Jonathan Glazer,joy
"Faster, Faster",joy
Beyond the Mask,fear
Wonder Woman,joy
Independence Day 3,fear
Sly Cooper,joy
Iron Sky: The Coming Race,sadness
Salt and Fire,anger
The Circle,anger
Silence,anger
The Clan,fear
Bikini Girls on Ice,fear
Glen Campbell: Ill Be Me,joy
The Victim,anger
Killer Darts,anger
Nanga Parbat,sadness
Bridge of Spies,joy
Pitch Perfect 3,joy
Les Misérables in Concert - The 25th Anniversary,joy
The Lost Medallion: The Adventures of Billy Stone,sadness
If I Die Before I Wake,fear
A Tale of Love and Darkness,joy
Blood of My Blood,fear
Return to Reason,joy
Hyena Road,fear
My Internship in Canada,sadness
"Gone, But Not Forgotten",sadness
Honey and the Pig,joy
Amnesia: The James Brighton Enigma,joy
Tsiou,anger
2,joy
Radical Grace,anger
A Ring of Endless Light,sadness
Attack of the 60 Foot Centerfold,anger
Jodi Arias: Dirty Little Secret,fear
Moscow Heat,sadness
The Italian Key,love
Manam,joy
Coming Home,sadness
Mune: Guardian of the Moon,joy
Directed by Sidney Lumet: How the Devil Was Made,anger
A Bigger Splash,anger
The Suns Burial,joy
Good-for-Nothing,joy
Morlang,fear
El pico 2,anger
Youth in Fury,anger
Argo 2,joy
The Great Hypnotist,sadness
I Just Want to Kiss You,love
Iris,joy
Where Hope Grows,fear
Ghost Writer,sadness
Numbered,joy
6 Ways to Die,joy
Into the Grizzly Maze,fear
Secrets of War,anger
Where to Invade Next,joy
"Air: Eating, Sleeping, Waiting and Playing",joy
Pitbullterje,anger
Runt Page,anger
The Pie-Covered Wagon,anger
Cell 213,fear
The Dead Will Tell,sadness
The Hunt for the BTK Killer,joy
Karachi se Lahore,joy
The Pleasure Is All Mine,joy
Human,joy
Eisenstein in Guanajuato,sadness
The Summer of Sangaile,joy
The Pearl Button,fear
Pennies from Heaven,joy
Sleeping Giant,joy
Chasukes Journey,sadness
Lulu in the Nude,joy
Roukli,joy
Mountains May Depart,joy
"Tent City, U.S.A",fear
Titanic at 100: Mystery Solved,sadness
Sleeping on Dark Waters,sadness
Rainbow Bridge,joy
A Tale of Two Cities,joy
The Phantom of the Opera at the Royal Albert Hall,fear
The Indian,love
Nina,anger
The Hoarder,fear
American Beach House,joy
L.A. Slasher,anger
Swat: Unit 887,joy
Zombie Killers: Elephants Graveyard,sadness
A Prayer for Rain,sadness
Private Practices: The Story of a Sex Surrogate,joy
Fuga de cerebros 2,joy
Say Uncle,fear
Coffee Date,anger
Nous York,joy
Nobels Last Will,anger
Carny,anger
Born Innocent,sadness
Coin Locker Girl,anger
Ill Get By,joy
The Empty Canvas,anger
Assassini dei giorni di festa,anger
How to Kill a Judge,anger
Lenin: The Train,anger
Alex Lariete,joy
A Complicated Girl,fear
The Day of the Owl,anger
The Most Beautiful Wife,joy
The Witch,fear
Playing Dead,joy
Road to Paloma,joy
The True Meaning of Pictures: Shelby Lee Adams Appalachia,anger
South,joy
Porridge,sadness
Carry On Jack,anger
An Inspector Calls,fear
La libertad,anger
Rossini,anger
Kokowaah 2,anger
Simshar,sadness
The Invitation,joy
Total Reality,anger
Rage,joy
Mädchen in Uniform,anger
The Adventures of Mickey Matson and the Copperhead Conspiracy,anger
The Taste of Money,love
The Ocean Waif,sadness
49-17,joy
Laura Lansing Slept Here,joy
Mark of the Witch,anger
Schoolgirls in Chains,anger
Criminally Insane,fear
Criminally Insane 2,fear
The Student Body,anger
The Falls,anger
Winnie the Pooh Discovers the Seasons,joy
Buttwhistle,fear
Under the Radar,fear
Eden,sadness
The Secret Lives of Second Wives,joy
Cruel World,fear
The Take,sadness
By Our Selves,joy
Mia Madre,sadness
The Parole Officer,anger
Meet Market,joy
Speaking of Bunuel,anger
Giovani mariti,joy
Arrangiatevi!,anger
Down the Ancient Stairs,love
The Inheritance,joy
Metello,joy
La notte brava,anger
Il bellAntonio,joy
La viaccia,joy
Mademoiselle de Maupin,sadness
Dirty Weekend,anger
The Bishops Bedroom,sadness
Caro papà,anger
Good King Dagobert,anger
Madman at War,anger
Il commissario Lo Gatto,fear
Normal Young Man,love
The Priests Wife,fear
In the Name of the Italian People,fear
The Tiger and the Pussycat,joy
Scandal in Sorrento,anger
Poor But Beautiful,joy
Love and Larceny,anger
Love in Rome,love
La Marcia Su Roma,joy
Il successo,joy
The Monsters,anger
A Daughter Of Destiny,sadness
Scipione detto anche lafricano,joy
Faustina,joy
Two Heads Are Better Than None,joy
I bambini sanno,joy
The Good Father,anger
"Hail, Caesar!",anger
2103: The Deadly Wake,fear
Spartacus,anger
Miss Conception,joy
Beauty & the Briefcase,anger
The Perfect Date,joy
Cayman Went,joy
Nightmare Detective,joy
Treading Water,joy
The Victim,joy
Hunt to Kill,anger
Operator,fear
Noble,joy
Break Point,sadness
LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,sadness
Salad Days,joy
Mavis!,joy
How To Change The World,joy
Saint Young Men,joy
Bonnies Kids,sadness
Animals,fear
Dolls,joy
Kiss,joy
iNumber Number,anger
Dead Before Dawn,sadness
Death of a Salesman,sadness
"Namu, the Killer Whale",joy
Affair in Havana,anger
Dont Be Afraid of the Dark,joy
Dont Look Up,anger
Dont Look Up,anger
"Elmer, The Great",anger
Look Whos Back,sadness
Home,sadness
Home,joy
Home for the Holidays,fear
Just Another Girl on the I.R.T.,joy
Little Dorrit,fear
McHales Navy Joins the Air Force,fear
Gone,fear
Sleepaway Camp IV: The Survivor,anger
Storm in a Teacup,anger
Meet Prince Charming,joy
The Boy Next Door,sadness
The Decline of Western Civilization Part III,sadness
The Grim Game,joy
The Hitcher II: Ive Been Waiting,fear
The Life and Times of Rosie the Riveter,joy
The Marriage Chronicles,joy
The Other,anger
The Other,sadness
Something About Amelia,sadness
Secrets of a Psychopath,fear
"Connasse, Princesse des cœurs",joy
Territory,anger
Live from New York!,joy
Junun,joy
Call Me Lucky,joy
Blood Punch,fear
Eaters,anger
June,sadness
The Stranger,fear
Code Rush,joy
Torino nera,fear
The House of the Yellow Carpet,fear
Love and Anger,joy
The Violent Four,anger
Kill and Pray,sadness
Its a Hard Life,joy
Hotel Meina,sadness
Chronicle of Poor Lovers,sadness
Attention! Bandits!,anger
The Hive,sadness
Framed,anger
Billy Elliot: The Musical,joy
Ready? OK!,love
The Eternal Rainbow,sadness
Times of Joy and Sorrow,fear
Honeyspider,joy
TimeScapes,joy
Peace Officer,anger
All About Them,sadness
Difret,joy
Deep Dark,fear
"Honeybaby, Honeybaby",anger
Dirty ONeil,anger
Fighting Back,anger
No Mans Land,joy
The Party Never Stops: Diary of a Binge Drinker,joy
Teenage Bank Heist,fear
The Blackcoats Daughter,sadness
"Just, Melvin: Just Evil",anger
Hackers Game,anger
Reboot,fear
Mad As Hell,fear
SPL 2: A Time for Consequences,fear
The Inhabitants,fear
The Cost of Love,joy
2084,joy
¡Cuba Sí!,joy
The Narrows,anger
Re-Kill,fear
Keith Richards: Under the Influence,joy
Catch That Girl,fear
The Student and Mister Henri,anger
Standing Tall,joy
Bicycle Dreams,joy
Just Eat It: A Food Waste Story,joy
Running Wild,anger
Invisible Sister,joy
Chez Nous,joy
The Seminarian,anger
Bros Before Hos,anger
Baskin,fear
Patch Town,sadness
ABE,joy
Abiogenesis,joy
Scarlet Eye,joy
"Am Tag, als der Regen kam",anger
Screaming Mimi,fear
Paris Holiday,anger
Valerie,anger
Girl with a Suitcase,anger
Mediastan,joy
Bad Day to Go Fishing,joy
Running Turtle,anger
Tazza: The High Rollers,joy
Big Match,anger
Slow Learners,joy
The Con Artists,anger
Nightlight,sadness
Mockingbird,anger
Preggoland,fear
Blackwood,fear
The Target,fear
Brotherhood of Blades,fear
2000 AD,joy
4bia,fear
A Better Tomorrow,anger
5150 Elms Way,sadness
A Good Man,anger
A Slit-Mouthed Woman,fear
Another Public Enemy,joy
APT.,fear
Alone,anger
Animal,fear
Avalon High,joy
As the Light Goes Out,joy
Commitment,anger
Lethal Hostage,love
Battlefield Heroes,sadness
Black House,fear
The Beast Stalker,fear
Fallen City,sadness
Never to Lose,joy
Explosive City,anger
Colour of the Loyalty,anger
Officer of the Year,anger
Mr. Socrates,anger
Once Upon a Time,joy
Hanbando,anger
MW,anger
Poker King,anger
Fate,anger
Once a Gangster,joy
Kotsutsubo,sadness
Holiday,joy
Countdown,joy
Troubleshooter,anger
Righteous Ties,joy
Wu Dang,anger
The Tower,joy
Under the Mountain,anger
Unforgiven,sadness
The Wrath Of Vajra,anger
The Lost Bladesman,love
The Millionaire Tour,joy
The Midnight After,anger
The Unjust,joy
Triad Wars,anger
The Twins Effect II,joy
Triple Tap,fear
The White Storm,sadness
The Sword with No Name,anger
The Gifted Hands,fear
11 A.M.,sadness
Voice of a Murderer,anger
The Fatal Encounter,fear
Jim Jefferies: Contraband,anger
The Robbers,joy
The Underdog Knight,joy
When Night Falls,fear
Turning Point,joy
Underdog Knight 2,joy
Rebellion,fear
Undercover,fear
Hwayi: A Monster Boy,anger
Dragon Squad,fear
For the Emperor,sadness
Fists of Legend,joy
The Daisy Chain,fear
Firestorm,anger
Lucky Luke,anger
Hidden,sadness
Seven Days,joy
Solstice,fear
Table for Three,joy
Headhunter,joy
Kundo: Age of the Rampant,joy
Straight As,fear
Clockstoppers,fear
Secret,fear
Crying Fist,sadness
Hindsight,joy
Bunshinsaba: Ouija Board,anger
House of Fury,anger
The Bullet Vanishes,anger
Deranged,joy
Private Eye,fear
Midnight FM,fear
The Master,anger
The Founding of a Republic,joy
Paradise Found,joy
Deadly Virtues: Love. Honour. Obey.,anger
Faith of My Fathers,joy
The Devils Path,joy
Crows Explode,joy
Control,fear
Amarilly of Clothes-Line Alley,joy
"Sex, Drugs & Taxation",sadness
Santa Claws,joy
Circle,fear
No. 2,anger
Operation Happy New Year!,joy
Yoga,joy
The Cat,fear
R2B: Return to Base,anger
Mourning Grave,sadness
Cruel Winter Blues,anger
Coming Soon,fear
Haunters,anger
Death Bell,fear
The Client,anger
Kamui,sadness
Legendary Assassin,joy
Broken,anger
The Ghost,fear
Quick,anger
The Brain Man,fear
Runaway,joy
Nightfall,anger
Sky High,fear
Montage,fear
The Doll Master,fear
Fakta Ladh Mhana,sadness
Overheard,joy
Cold Eyes,anger
Blood Rain,joy
Guns & Talks,joy
Cold War,fear
The Dead Zone,sadness
Life Without Principle,fear
Platinum Data,joy
Running Man,sadness
Comeback Season,love
Howling,joy
Punished,fear
Bloody Tie,sadness
Helpless,fear
"The Butcher, the Chef, and the Swordsman",anger
Familiar Strangers,joy
Open City,fear
King of Triads,anger
Man of Vendetta,joy
Killer Toon,fear
Kung Fu Chefs,joy
Dont Click,fear
Gallants,anger
Seoul Raiders,joy
Motorway,sadness
"Secretly, Greatly",fear
Divergence,fear
Murderer,fear
Parallel Life,fear
Days of Wrath,anger
Overheard 2,fear
Overheard 3,joy
Silver Medalist,sadness
Eye For An Eye,anger
Black Ransom,anger
Brave Hearts: Umizaru,joy
Heavens Soldiers,joy
Running Out of Time 2,fear
Confessions of a Dangerous Mind,anger
Double Tap,sadness
Spy Girl,joy
Blind Detective,joy
Meadowland,anger
Watchers of the Sky,joy
All Things Must Pass,sadness
Goosebumps,fear
A Ballerinas Tale,joy
Northern Limit Line,anger
Sunset Edge,sadness
Back in Time,joy
The Girl King,joy
Creative Control,joy
Sweet Alibis,anger
Genome Hazard,fear
Gangster High,anger
The Deal,anger
Zombie Ninjas vs Black Ops,anger
The Wicked Within,anger
Hi-De-Ho,joy
The Christmas Candle,joy
The Measure of a Man,joy
A Month of Sundays,sadness
Gloria,joy
Marius,anger
Windstorm,anger
Blondie Has Servant Trouble,anger
Algorithm,fear
Freedom Riders,joy
Lifepod,sadness
My Grandpa the Bankrobber,fear
Wither,joy
No Place on Earth,joy
Ritas Last Fairy Tale,sadness
The Floorwalker,anger
Religion In Crisis,fear
Chupke Chupke,anger
I,joy
The Vagabond,anger
Gunhed,sadness
The Count,anger
The Pawnshop,anger
Miss You Already,sadness
The Cokeville Miracle,joy
Tales From The Dark 2,fear
Now & Later,sadness
The Witches of Oz,joy
Dark Summer,fear
The Shift,joy
Unity,joy
The Perfect Guy,anger
Rock the Kasbah,anger
The Mafu Cage,fear
Whiskey School,joy
Lost Junction,fear
Night Game,anger
Edge of Fury,joy
Freaks of Nature,joy
unINDIAN,joy
The Treasure,fear
Sighs of Spain,joy
Milton Glaser: To Inform & Delight,joy
Housekeeping,sadness
Gravy,anger
The Professor and His Beloved Equation,love
Bikini Model Academy,sadness
Badge of Honor,joy
The Curse of Downers Grove,fear
Freetown,fear
Momentum,joy
Tales of Halloween,fear
Death Valley,fear
Summer Time Machine Blues,anger
The Ball at the Anjo House,anger
The Day the 60s Died,anger
"Alfie, the Little Werewolf",joy
The Diabolical,fear
Aferim!,fear
House of Boys,joy
The Soldier and the Lady,joy
A Time For Dying,fear
The Red Ball Express,joy
Killer Shark,sadness
Behind Locked Doors,fear
Assigned to Danger,fear
The Missing Juror,anger
The Tunnel,anger
The Beloved Vagabond,joy
The Blue Veil,sadness
War Story,sadness
Could It Happen Here?,anger
Gods Angry Man,joy
Behind the Rising Sun,anger
Pillow to Post,fear
Taste of Vengeance,anger
Overrun!,joy
Alleluja & Sartana Are Sons... Sons of God,anger
A Virgin in the Family,anger
Skin em Alive,sadness
Rolf,joy
They Found Hell,fear
"Anna: the Pleasure, the Torment",joy
Under the Gun,anger
The Young Land,anger
1944,joy
Double Bang,joy
Taking Chances,fear
Pope John Paul II,anger
Hide Away,joy
Nymph,joy
Sex Pot,joy
El analfabeto,joy
El bolero de Raquel,joy
Official Rejection,joy
Go Goa Gone,anger
The Wannabes,sadness
Money for Nothing: Inside the Federal Reserve,joy
The Vultures,joy
Forest of the Damned,anger
Aanmodderfakker,anger
The Collectors,joy
9/11: The Falling Man,fear
Škola princů,joy
Pünktchen und Anton,joy
Phantom Boy,joy
Les Cowboys,sadness
Alive,joy
Master and Tatyana,joy
The Best of Men,joy
The Sixth Face of the Pentagon,anger
E-clip-se,joy
Bone Tomahawk,fear
Paranormal Activity: The Ghost Dimension,anger
Pyaar Ka Punchnama 2,joy
A Chinese Ghost Story,fear
Imagination,fear
The Edge of Dreaming,fear
The Chinese Botanists Daughters,anger
The Secret Life of Plants,joy
The Loreleys Grasp,anger
Demon Witch Child,anger
Night of the Sorcerers,fear
Night of the Seagulls,joy
The Sea Serpent,fear
The House That Screamed,sadness
Blinky Bill the Movie,fear
N: The Madness Of Reason,fear
A Nightingale Falling,sadness
Jem and the Holograms,sadness
The 33,sadness
Blood of My Blood,anger
Journey to the Shore,sadness
Patricks Day,fear
Devotion,fear
Self Made,fear
The Genius Club,joy
Peak: The Rescuers,joy
Railways,joy
The Watermen,anger
Ao: The Last Hunter,fear
Homeland,sadness
Ghost Shark,fear
Pee Mak Phrakanong,sadness
Le Rossignol,joy
Suburra,joy
Amy Schumer: Live at the Apollo,joy
They Look Like People,sadness
The Christmas Card,sadness
Big Bird in China,joy
Revelation,fear
Extraordinary Tales,joy
The Snow Queen 2: Refreeze,joy
Colt 45,anger
SuperBob,joy
David,joy
Word of Honor,sadness
Howl,fear
Barbie & Her Sisters in the Great Puppy Adventure,joy
Varians War,anger
If Tomorrow Comes,joy
From Mexico With Love,anger
Liz in September,sadness
Losing Ground,anger
Looking for Langston,joy
Fireworks,fear
Pedro,love
Hard,joy
Sugar Coated,anger
Monopol,joy
Silsile,sadness
Bir Avuç Deniz,joy
Gecenin Kanatları,joy
Beni Unutma,fear
Benim Dünyam,sadness
The Butterflys Dream,joy
Fathers and Daughters,sadness
Curve,fear
Night At The Golden Eagle,sadness
K-9: P.I.,joy
The Dressmaker,joy
The Perfect Husband,joy
Sharpshooter,anger
Half Past Dead 2,anger
Ripper: Letter from Hell,sadness
Lonesome Ghosts,fear
The Big Bad Wolf,anger
Gulliver Mickey,fear
Ye Olden Days,joy
Mickeys Good Deed,anger
Babes in the Woods,fear
Flowers and Trees,sadness
Mickeys Orphans,sadness
Three Little Wolves,anger
Little Hiawatha,joy
Magician Mickey,anger
Alpine Climbers,anger
Thru the Mirror,anger
Mickeys Polo Team,joy
Three Orphan Kittens,fear
Plutos Judgement Day,anger
Who Killed Cock Robin?,anger
The Flying Mouse,anger
The Mad Doctor,fear
Building a Building,fear
The Forgotten Ones,sadness
Arena,sadness
Balto III: Wings of Change,sadness
Bear,joy
Bigfoot,joy
Bigfoot,fear
Crescendo,sadness
Million Dollar Crocodile,anger
Deep in the Darkness,fear
Dysfunctional Friends,sadness
Films of Fury: The Kung Fu Movie Movie,joy
Give Us This Day,sadness
Mommy,anger
Monster Dog,anger
Needle,fear
Nowitzki: The Perfect Shot,joy
Octopus,sadness
Safelight,joy
Sci-fighters,anger
Strictly Business,joy
The Chinese Boxer,anger
The Diplomat,fear
The Sound And The Fury,joy
The Trail of 98,joy
Twice Upon a Time,anger
Uncertain Glory,anger
Where the Spies Are,joy
Why Horror?,fear
Now Add Honey,joy
Yearning,sadness
Balibo,joy
Body Count,fear
The Concorde Affair,anger
The Crows Nest,sadness
Berkshire County,anger
Johan Falk: De 107 patrioterna,joy
The Triangle,sadness
The Absent One,fear
Forever,fear
Artificial Paradises,joy
Lust of the Vampire,anger
Erik the Conqueror,anger
Four Times That Night,sadness
The House of Exorcism,joy
Knives of the Avenger,fear
Gunman Called Nebraska,anger
The Road to Fort Alamo,fear
One Night at Dinner,fear
Trumbo,anger
Panic Button,sadness
Two Sons of Ringo,anger
The Moment to Kill,joy
Deep West,joy
A Bullet for a Stranger,fear
The Return of Halleluja,joy
"Holy God, Here Comes the Passatore!",anger
In the West There Was a Man Named Invincible,joy
The Crazy Bunch,anger
Poker In Bed,joy
Exterminators of the Year 3000,anger
All Hallows Eve,fear
Great Transport,joy
City on Fire,fear
The Greek Tycoon,anger
The Comedy Man,joy
Haze,fear
Billboard Dad,joy
Our Lips Are Sealed,joy
The Challenge,joy
Delhi Safari,fear
Yolngu Boy,fear
The Land of Smiles,sadness
Foodies,joy
24 Days,fear
Ghosts of Ole Miss,anger
Long Weekend,anger
Hollywood Hong Kong,sadness
Marguerite,joy
Rubberneck,fear
Lake Placid 2,anger
Lake Placid 3,joy
Lake Placid: The Final Chapter,fear
Getting Away with It the Italian Way,anger
I due della legione,anger
The Strange Type,fear
Massacre Time,anger
The Eroticist,joy
The Devils Honey,anger
Aenigma,anger
Sodomas Ghost,fear
Murder-Rock: Dancing Death,anger
Touch of Death,sadness
The Psychic,fear
They Died with Their Boots On,anger
Demonia,anger
Kabukicho Love Hotel,anger
My Man,sadness
Night Slaves,fear
La buca,joy
Soldier of God,sadness
Lovemilla,joy
"Teodora, Slave Empress",anger
Samson and the Seven Miracles of the World,joy
The Witchs Curse,anger
Double Face,anger
Les Misérables,joy
Django Kills Softly,sadness
3 Avengers,anger
The Day the Sky Exploded,sadness
Werewolf In A Girls Dormitory,fear
Idaho Transfer,sadness
Divorce Corp.,sadness
War of the Buttons,joy
War of the Buttons,fear
Killer Crush,sadness
Reluctant Witness,fear
I Believe in Unicorns,joy
Letters from the Big Man,joy
Paul McCartney Really Is Dead: The Last Testament of George Harrison,fear
Witch Hunt,fear
Five Thirteen,sadness
The Grief of Others,joy
Huies Sermon,joy
Wodaabe: Herdsmen of the Sun,joy
The Dark Glow of the Mountain,joy
American Warships,anger
Cruel & Unusual,fear
"Il ricco, il povero e il maggiordomo",joy
Elephant,anger
Halloween with the New Addams Family,joy
Treevenge,anger
Wolf Warrior,anger
Rubble Kings,anger
The Seven Magnificent Gladiators,joy
Womens Prison Massacre,sadness
Rats: Night of Terror,sadness
Strike Commando,fear
Shocking Dark,fear
Cruel Jaws,anger
Zombies: The Beginning,fear
Land of Death,fear
Libidomania,joy
The Other Hell,fear
"Armida, the drama of a bride",joy
Caligula and Messalina,anger
Concussion,joy
The Phoenix Incident,fear
Committed,fear
Der Rest ist Schweigen,joy
Blind Date,fear
Les quatre vérités,anger
The Uninhibited,fear
Special Section,love
To Catch a Spy,joy
To Russia... With Elton,joy
The Exorcism of Molly Hartley,anger
Seven Days Somewhere Else,anger
Comrades,anger
United Passions,joy
Terror,anger
Detective K: Secret of the Virtuous Widow,joy
Killer Tattoo,fear
Yaji and Kita: The Midnight Pilgrims,joy
Young Policemen in Love,anger
The Peanuts Movie,joy
Varsham,fear
Sandesham,anger
Making a Living,fear
The Lies of the Victors,joy
An Autumns Tale,anger
Just Once More,joy
Bloodsport: The Dark Kumite,anger
King of the Gypsies,anger
The Haunting of Whaley House,fear
Am I Beautiful?,joy
Skinwalker Ranch,fear
The Devils Needle,sadness
Children of Eve,anger
Jack Frusciante è uscito dal gruppo,love
Song e napule,fear
Everything You Want,joy
The Sun King,anger
Living It Up,sadness
Batkid Begins,joy
Cover Up,joy
The House That Swift Built,joy
Formula of Love,joy
Homebodies,anger
"Poor, Poor Pavel",sadness
The Last Inch,fear
DArtagnan and Three Musketeers,joy
Antikiller,anger
High Rollers,anger
Cabbages and Kings,joy
Sentimentalnyy roman,love
Little Tragedies,joy
Looking For Lola,anger
Elder Sister,love
The Elder Son,fear
OceanWorld 3D,joy
Once Upon a Time Twenty Years Later,joy
A Man from Boulevard des Capucines,joy
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,joy
Cinderella,joy
The First Teacher,sadness
Four Winds of Heaven,joy
31st of June,sadness
Tears Were Falling,sadness
Three Men in a Boat,sadness
Closed Circuit,fear
The Forty-First,joy
A Distant Neighborhood,fear
"Naval Cadets, Charge!",fear
The Elusive Revengers,anger
A Nymphoid Barbarian in Dinosaur Hell,fear
Death Valley,sadness
Children...,fear
Classmates,joy
Lokmanya: Ek Yug Purush,joy
Sandook,joy
Baji,joy
Lai Bhaari,anger
Rege,fear
Poshter Boyz,sadness
Duniyadari,joy
Premachi Goshta,joy
Time Please,joy
Zapatlela 2,joy
Prem Mhanje Prem Mhanje Prem Asta,joy
Yedyanchi Jatra,joy
Shikshanachya Aaicha Gho,joy
Kshanbhar Vishranti,joy
Agadbam,anger
Zenda,joy
Be Dune Saade Char,joy
Gaiir,joy
The Wild Bull,fear
Zabardast,joy
Jatra: Hyalagaad Re Tyalagaad,anger
Hee Porgi Kunachi,sadness
Dombivali Fast,anger
Dhadakebaaz,joy
Ashi Hi Banwa Banwi,joy
Padosan,sadness
Coincidence,fear
Mera Naam Joker,sadness
Haathi Mere Saathi,sadness
Benaam,fear
Black Magic,anger
Baton Baton Mein,fear
Beloved Enemy,anger
Khubsoorat,joy
Red Rose,joy
Saboot,joy
Naram Garam,joy
"Just Let It Go, Friends",anger
Masoom,joy
Hero,anger
Rang Birangi,joy
The Old Temple,joy
Khamosh,fear
Arjun,sadness
Chameli Ki Shaadi,joy
Anubhav,joy
Karma,joy
Tahkhana,anger
Mr. India,sadness
Tezaab,sadness
Maalamaal,joy
Veerana,joy
Maine Pyar Kiya,joy
Bandh Darwaza,joy
Devils Domain,anger
Saajan,joy
100 Days,joy
Phool Aur Kaante,joy
Heart,anger
Jo Jeeta Wohi Sikandar,sadness
Suryavanshi,joy
Chamatkar,sadness
Aankhen,joy
Hum Hain Rahi Pyar Ke,joy
King Uncle,sadness
Khal Nayak,joy
Waqt Hamara Hai,anger
The Lady in Question,anger
Meet the Patels,joy
The Legendary Giulia and Other Miracles,sadness
Natale in crociera,joy
The Inside of the White Slave Traffic,fear
A Brief Season,joy
Three Men in a Boat,joy
The Ghost of Flight 401,sadness
Blue Mountain State: The Rise of Thadland,sadness
Bare,love
Septic Man,sadness
Suhaag,anger
Brave Revolutionary,anger
Gopi Kishan,joy
Baazi,fear
Barsaat,joy
Takkar,anger
Sapoot,joy
Khamoshi: The Musical,joy
Loafer,sadness
Raja Hindustani,joy
Jeet,anger
Agni Sakshi,joy
Ghatak: Lethal,anger
Chachi 420,sadness
Dil To Pagal Hai,love
Bhai,joy
Judwaa,joy
Gupt: The Hidden Truth,sadness
Daud,anger
Aflatoon,joy
Bade Miyan Chote Miyan,anger
China Gate,anger
Pyaar Kiya To Darna Kya,sadness
Soldier,joy
Sharpes Company,anger
On Football,joy
The Last House on Cemetery Lane,joy
Krampus: The Reckoning,fear
The Ice Dragon,joy
11 Minutes,joy
When the Iron Bird Flies,joy
Do I Sound Gay?,joy
Rocktober Blood,anger
Gator Bait,anger
Thats It,joy
"Jinxy Jenkins, Lucky Lou",joy
Princes and Princesses,joy
The Hallow,fear
The Boy and the Beast,joy
Toilet,anger
This Changes Everything,joy
Strella,sadness
Witch from Nepal,fear
Sharpes Enemy,fear
Traceless,joy
Cant Change the Meeting Place,fear
The Master and Margarita,joy
På palmblad och rosor,anger
Eu Não Faço a Menor Ideia do que eu Tô Fazendo Com a Minha Vida,joy
Sem Pena,sadness
Seasick,sadness
Stray Dog,joy
Homecoming,fear
Dream Driven,sadness
Cheap Smokes,joy
Containment,anger
Lotus Eaters,sadness
Southwest,fear
Henrietta,joy
Taal,love
Hum Saath Saath Hain,anger
Jaanam Samjha Karo,joy
Dil Kya Kare,joy
Kaun?,fear
Pyaar Koi Khel Nahin,anger
Hogi Pyar Ki Jeet,anger
Biwi No. 1,joy
Hello Brother,love
Kartoos,fear
Mast,fear
Kachche Dhaage,sadness
Deewane,anger
Dhadkan,joy
Khiladi 420,joy
Kurukshetra,anger
Mela,sadness
Refugee,anger
Kya Kehna,anger
Fiza,anger
Bicchoo,anger
Har Dil Jo Pyar Karega...,fear
Pukar,joy
Beti No. 1,anger
Khauff,anger
Jis Desh Mein Ganga Rehta Hai,joy
Hum To Mohabbat Karega,fear
Badal,anger
Sharpes Honour,anger
A Dangerous Game,anger
Aim High In Creation,joy
Mr. Dynamite: The Rise of James Brown,sadness
The Falling,fear
Hundhotellet,fear
Monk by Blood,fear
Romanovin kivet,joy
Big Love,fear
The Hellstrom Chronicle,anger
San Francisco 2.0,joy
Walnut Bread,joy
Cinema: A Public Affair,joy
Plan B,love
Anarchy Parlor,anger
Hallway,sadness
I Am Syd Stone,joy
"Come Back, Africa",anger
Cracked Nuts,anger
Death Duel,joy
Duffy of San Quentin,joy
Alone With People,joy
An Afternoon,joy
Half Shot at Sunrise,sadness
Hercules Against the Barbarians,joy
Hercules Against the Mongols,joy
Hercules Against the Moon Men,anger
In the Land of the Head Hunters,joy
Break Free,joy
Land of Storms,sadness
Last of the Mobile Hot Shots,joy
Match,joy
Youre Killing Me,joy
Tru Love,fear
Santa Claws,anger
Boy,joy
The Connection,joy
The Conquerors,joy
The Delightful Forest,anger
The Double O Kid,fear
The Exiles,anger
Hole,sadness
The Secret Fury,fear
The Victors,joy
Underground,love
Asignatura pendiente,joy
Isla bonita,joy
Positive I.D.,anger
"Douro, Faina Fluvial",joy
Falling For You,joy
Tobruk,fear
Last Images of the Shipwreck,joy
Gardener of Eden,joy
Naomi and Elys No Kiss List,joy
The Subjects,joy
Geppo il folle,joy
Yuppi Du,anger
H2S,fear
Aayitha Ezhuthu,fear
Maktub,fear
Committed,fear
The forbidden education,joy
Drops of Joy,joy
Wildlike,anger
"Pizza, Beer, and Cigarettes",sadness
Fighter Pilot: Operation Red Flag,joy
The C-Word,joy
All Three of Us,joy
Creed,joy
William & Kate,joy
Dragons: Gift of the Night Fury,fear
Innocent Steps,love
Sundays at Tiffanys,joy
The Gendarme in New York,joy
The Gendarme Takes Off,sadness
The Gendarme of St. Tropez,joy
The Gendarme and the Creatures from Outer Space,sadness
The Scouting Book for Boys,sadness
The Girls in the Band,sadness
